kehadiran_id,karyawan_id,tanggal,waktu_masuk,waktu_keluar,status_kehadiran,keterlambatan_menit,keterangan
9657,7,2025-01-26,,,Sakit,0,Keterangan untuk Sakit
9658,8,2025-01-26,2025-01-26 08:04:00,2025-01-26 17:10:00,Hadir,20,Keterangan untuk Hadir
9659,9,2025-01-26,2025-01-26 08:03:00,2025-01-26 17:05:00,Hadir,0,Keterangan untuk Hadir
9660,10,2025-01-26,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
9661,11,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:17:00,Hadir,0,Keterangan untuk Hadir
9662,12,2025-01-26,2025-01-26 08:12:00,2025-01-26 17:15:00,Hadir,0,Keterangan untuk Hadir
9663,13,2025-01-26,2025-01-26 08:19:00,2025-01-26 17:13:00,Hadir,0,Keterangan untuk Hadir
9664,14,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:04:00,Hadir,0,Keterangan untuk Hadir
9665,15,2025-01-26,2025-01-26 08:23:00,2025-01-26 17:26:00,Hadir,0,Keterangan untuk Hadir
9666,16,2025-01-26,2025-01-26 08:18:00,2025-01-26 17:20:00,Hadir,26,Keterangan untuk Hadir
9667,17,2025-01-26,2025-01-26 08:13:00,2025-01-26 17:09:00,Hadir,0,Keterangan untuk Hadir
9668,18,2025-01-26,2025-01-26 08:04:00,2025-01-26 17:03:00,Hadir,16,Keterangan untuk Hadir
9669,19,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:06:00,Hadir,0,Keterangan untuk Hadir
9670,20,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:26:00,Hadir,0,Keterangan untuk Hadir
9671,21,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:14:00,Hadir,0,Keterangan untuk Hadir
9672,22,2025-01-26,,,Izin,0,Keterangan untuk Izin
9673,23,2025-01-26,2025-01-26 08:16:00,2025-01-26 17:20:00,Hadir,0,Keterangan untuk Hadir
9674,24,2025-01-26,2025-01-26 08:29:00,2025-01-26 17:22:00,Hadir,0,Keterangan untuk Hadir
9675,25,2025-01-26,2025-01-26 08:25:00,2025-01-26 17:30:00,Hadir,0,Keterangan untuk Hadir
9676,26,2025-01-26,2025-01-26 08:15:00,2025-01-26 17:25:00,Hadir,0,Keterangan untuk Hadir
9677,27,2025-01-26,2025-01-26 08:01:00,2025-01-26 17:18:00,Hadir,0,Keterangan untuk Hadir
9678,28,2025-01-26,2025-01-26 08:08:00,2025-01-26 17:16:00,Hadir,7,Keterangan untuk Hadir
9679,29,2025-01-26,2025-01-26 08:22:00,2025-01-26 17:22:00,Hadir,0,Keterangan untuk Hadir
9680,30,2025-01-26,2025-01-26 08:17:00,2025-01-26 17:14:00,Hadir,0,Keterangan untuk Hadir
9681,31,2025-01-26,2025-01-26 08:19:00,2025-01-26 17:13:00,Hadir,5,Keterangan untuk Hadir
9682,32,2025-01-26,2025-01-26 08:09:00,2025-01-26 17:21:00,Hadir,25,Keterangan untuk Hadir
9683,33,2025-01-26,2025-01-26 08:10:00,2025-01-26 17:14:00,Hadir,12,Keterangan untuk Hadir
9684,34,2025-01-26,2025-01-26 08:11:00,2025-01-26 17:21:00,Hadir,0,Keterangan untuk Hadir
9685,35,2025-01-26,2025-01-26 08:16:00,2025-01-26 17:05:00,Hadir,0,Keterangan untuk Hadir
9686,36,2025-01-26,2025-01-26 08:18:00,2025-01-26 17:08:00,Hadir,0,Keterangan untuk Hadir
9687,37,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:27:00,Hadir,0,Keterangan untuk Hadir
9688,38,2025-01-26,2025-01-26 08:09:00,2025-01-26 17:10:00,Hadir,0,Keterangan untuk Hadir
9689,39,2025-01-26,2025-01-26 08:01:00,2025-01-26 17:05:00,Hadir,0,Keterangan untuk Hadir
9690,40,2025-01-26,2025-01-26 08:19:00,2025-01-26 17:07:00,Hadir,0,Keterangan untuk Hadir
9691,41,2025-01-26,,,Izin,0,Keterangan untuk Izin
9692,42,2025-01-26,2025-01-26 08:30:00,2025-01-26 17:28:00,Hadir,0,Keterangan untuk Hadir
9693,43,2025-01-26,2025-01-26 08:29:00,2025-01-26 17:11:00,Hadir,0,Keterangan untuk Hadir
9694,44,2025-01-26,2025-01-26 08:00:00,2025-01-26 17:19:00,Hadir,0,Keterangan untuk Hadir
9695,45,2025-01-26,2025-01-26 08:14:00,2025-01-26 17:24:00,Hadir,0,Keterangan untuk Hadir
9696,46,2025-01-26,2025-01-26 08:24:00,2025-01-26 17:01:00,Hadir,0,Keterangan untuk Hadir
9697,47,2025-01-26,2025-01-26 08:02:00,2025-01-26 17:13:00,Hadir,0,Keterangan untuk Hadir
9698,48,2025-01-26,2025-01-26 08:04:00,2025-01-26 17:08:00,Hadir,0,Keterangan untuk Hadir
9699,49,2025-01-26,2025-01-26 08:11:00,2025-01-26 17:03:00,Hadir,0,Keterangan untuk Hadir
9700,50,2025-01-26,2025-01-26 08:06:00,2025-01-26 17:15:00,Hadir,0,Keterangan untuk Hadir
9701,1,2025-01-27,2025-01-27 08:00:00,2025-01-27 17:01:00,Hadir,0,Keterangan untuk Hadir
9702,2,2025-01-27,2025-01-27 08:26:00,2025-01-27 17:28:00,Hadir,0,Keterangan untuk Hadir
9703,3,2025-01-27,2025-01-27 08:24:00,2025-01-27 17:13:00,Hadir,0,Keterangan untuk Hadir
9704,4,2025-01-27,2025-01-27 08:04:00,2025-01-27 17:15:00,Hadir,0,Keterangan untuk Hadir
9705,5,2025-01-27,2025-01-27 08:08:00,2025-01-27 17:04:00,Hadir,0,Keterangan untuk Hadir
9706,6,2025-01-27,2025-01-27 08:12:00,2025-01-27 17:05:00,Hadir,22,Keterangan untuk Hadir
9707,7,2025-01-27,2025-01-27 08:07:00,2025-01-27 17:14:00,Hadir,0,Keterangan untuk Hadir
9708,8,2025-01-27,2025-01-27 08:27:00,2025-01-27 17:26:00,Hadir,0,Keterangan untuk Hadir
9709,9,2025-01-27,2025-01-27 08:05:00,2025-01-27 17:10:00,Hadir,0,Keterangan untuk Hadir
9710,10,2025-01-27,2025-01-27 08:01:00,2025-01-27 17:07:00,Hadir,0,Keterangan untuk Hadir
9711,11,2025-01-27,2025-01-27 08:26:00,2025-01-27 17:24:00,Hadir,0,Keterangan untuk Hadir
9712,12,2025-01-27,2025-01-27 08:01:00,2025-01-27 17:00:00,Hadir,0,Keterangan untuk Hadir
9713,13,2025-01-27,2025-01-27 08:04:00,2025-01-27 17:20:00,Hadir,0,Keterangan untuk Hadir
9714,14,2025-01-27,2025-01-27 08:06:00,2025-01-27 17:23:00,Hadir,1,Keterangan untuk Hadir
9715,15,2025-01-27,2025-01-27 08:06:00,2025-01-27 17:07:00,Hadir,0,Keterangan untuk Hadir
9716,16,2025-01-27,2025-01-27 08:03:00,2025-01-27 17:20:00,Hadir,0,Keterangan untuk Hadir
9717,17,2025-01-27,2025-01-27 08:06:00,2025-01-27 17:17:00,Hadir,16,Keterangan untuk Hadir
9718,18,2025-01-27,2025-01-27 08:24:00,2025-01-27 17:30:00,Hadir,0,Keterangan untuk Hadir
9719,19,2025-01-27,,,Sakit,0,Keterangan untuk Sakit
9720,20,2025-01-27,2025-01-27 08:29:00,2025-01-27 17:00:00,Hadir,20,Keterangan untuk Hadir
9721,21,2025-01-27,2025-01-27 08:03:00,2025-01-27 17:18:00,Hadir,0,Keterangan untuk Hadir
9722,22,2025-01-27,2025-01-27 08:20:00,2025-01-27 17:11:00,Hadir,0,Keterangan untuk Hadir
9723,23,2025-01-27,2025-01-27 08:03:00,2025-01-27 17:15:00,Hadir,0,Keterangan untuk Hadir
9724,24,2025-01-27,2025-01-27 08:12:00,2025-01-27 17:17:00,Hadir,0,Keterangan untuk Hadir
9725,25,2025-01-27,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
9726,26,2025-01-27,2025-01-27 08:27:00,2025-01-27 17:22:00,Hadir,0,Keterangan untuk Hadir
9727,27,2025-01-27,2025-01-27 08:26:00,2025-01-27 17:22:00,Hadir,0,Keterangan untuk Hadir
9728,28,2025-01-27,2025-01-27 08:21:00,2025-01-27 17:22:00,Hadir,0,Keterangan untuk Hadir
9729,29,2025-01-27,2025-01-27 08:19:00,2025-01-27 17:21:00,Hadir,0,Keterangan untuk Hadir
9730,30,2025-01-27,2025-01-27 08:10:00,2025-01-27 17:06:00,Hadir,0,Keterangan untuk Hadir
9731,31,2025-01-27,2025-01-27 08:14:00,2025-01-27 17:06:00,Hadir,0,Keterangan untuk Hadir
9732,32,2025-01-27,2025-01-27 08:13:00,2025-01-27 17:16:00,Hadir,19,Keterangan untuk Hadir
9733,33,2025-01-27,2025-01-27 08:08:00,2025-01-27 17:23:00,Hadir,0,Keterangan untuk Hadir
9734,34,2025-01-27,2025-01-27 08:17:00,2025-01-27 17:06:00,Hadir,0,Keterangan untuk Hadir
9735,35,2025-01-27,2025-01-27 08:07:00,2025-01-27 17:19:00,Hadir,0,Keterangan untuk Hadir
9736,36,2025-01-27,2025-01-27 08:29:00,2025-01-27 17:29:00,Hadir,14,Keterangan untuk Hadir
9737,37,2025-01-27,2025-01-27 08:06:00,2025-01-27 17:21:00,Hadir,0,Keterangan untuk Hadir
9738,38,2025-01-27,2025-01-27 08:00:00,2025-01-27 17:07:00,Hadir,0,Keterangan untuk Hadir
9739,39,2025-01-27,2025-01-27 08:11:00,2025-01-27 17:24:00,Hadir,0,Keterangan untuk Hadir
9740,40,2025-01-27,2025-01-27 08:30:00,2025-01-27 17:11:00,Hadir,0,Keterangan untuk Hadir
9741,41,2025-01-27,2025-01-27 08:21:00,2025-01-27 17:21:00,Hadir,0,Keterangan untuk Hadir
9742,42,2025-01-27,2025-01-27 08:00:00,2025-01-27 17:12:00,Hadir,0,Keterangan untuk Hadir
9743,43,2025-01-27,2025-01-27 08:20:00,2025-01-27 17:16:00,Hadir,23,Keterangan untuk Hadir
9744,44,2025-01-27,2025-01-27 08:01:00,2025-01-27 17:12:00,Hadir,0,Keterangan untuk Hadir
9745,45,2025-01-27,2025-01-27 08:09:00,2025-01-27 17:15:00,Hadir,0,Keterangan untuk Hadir
9746,46,2025-01-27,2025-01-27 08:09:00,2025-01-27 17:26:00,Hadir,0,Keterangan untuk Hadir
9747,47,2025-01-27,2025-01-27 08:13:00,2025-01-27 17:07:00,Hadir,0,Keterangan untuk Hadir
9748,48,2025-01-27,2025-01-27 08:23:00,2025-01-27 17:19:00,Hadir,0,Keterangan untuk Hadir
9749,49,2025-01-27,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
9750,50,2025-01-27,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
9751,1,2025-01-28,2025-01-28 08:27:00,2025-01-28 17:15:00,Hadir,0,Keterangan untuk Hadir
9752,2,2025-01-28,2025-01-28 08:10:00,2025-01-28 17:11:00,Hadir,0,Keterangan untuk Hadir
9753,3,2025-01-28,2025-01-28 08:29:00,2025-01-28 17:21:00,Hadir,0,Keterangan untuk Hadir
9754,4,2025-01-28,2025-01-28 08:21:00,2025-01-28 17:13:00,Hadir,0,Keterangan untuk Hadir
9755,5,2025-01-28,2025-01-28 08:19:00,2025-01-28 17:10:00,Hadir,0,Keterangan untuk Hadir
9756,6,2025-01-28,2025-01-28 08:06:00,2025-01-28 17:17:00,Hadir,0,Keterangan untuk Hadir
9757,7,2025-01-28,2025-01-28 08:23:00,2025-01-28 17:09:00,Hadir,0,Keterangan untuk Hadir
9758,8,2025-01-28,2025-01-28 08:21:00,2025-01-28 17:20:00,Hadir,0,Keterangan untuk Hadir
9759,9,2025-01-28,2025-01-28 08:01:00,2025-01-28 17:16:00,Hadir,0,Keterangan untuk Hadir
9760,10,2025-01-28,2025-01-28 08:04:00,2025-01-28 17:23:00,Hadir,0,Keterangan untuk Hadir
9761,11,2025-01-28,2025-01-28 08:04:00,2025-01-28 17:23:00,Hadir,0,Keterangan untuk Hadir
9762,12,2025-01-28,2025-01-28 08:06:00,2025-01-28 17:12:00,Hadir,0,Keterangan untuk Hadir
9763,13,2025-01-28,2025-01-28 08:23:00,2025-01-28 17:05:00,Hadir,0,Keterangan untuk Hadir
9764,14,2025-01-28,2025-01-28 08:25:00,2025-01-28 17:14:00,Hadir,0,Keterangan untuk Hadir
9765,15,2025-01-28,2025-01-28 08:05:00,2025-01-28 17:05:00,Hadir,0,Keterangan untuk Hadir
9766,16,2025-01-28,2025-01-28 08:29:00,2025-01-28 17:16:00,Hadir,0,Keterangan untuk Hadir
9767,17,2025-01-28,2025-01-28 08:19:00,2025-01-28 17:02:00,Hadir,0,Keterangan untuk Hadir
9768,18,2025-01-28,2025-01-28 08:25:00,2025-01-28 17:03:00,Hadir,0,Keterangan untuk Hadir
9769,19,2025-01-28,2025-01-28 08:00:00,2025-01-28 17:09:00,Hadir,0,Keterangan untuk Hadir
9770,20,2025-01-28,2025-01-28 08:23:00,2025-01-28 17:23:00,Hadir,0,Keterangan untuk Hadir
9771,21,2025-01-28,,,Sakit,0,Keterangan untuk Sakit
9772,22,2025-01-28,2025-01-28 08:13:00,2025-01-28 17:09:00,Hadir,4,Keterangan untuk Hadir
9773,23,2025-01-28,2025-01-28 08:24:00,2025-01-28 17:24:00,Hadir,0,Keterangan untuk Hadir
9774,24,2025-01-28,2025-01-28 08:22:00,2025-01-28 17:06:00,Hadir,0,Keterangan untuk Hadir
9775,25,2025-01-28,2025-01-28 08:19:00,2025-01-28 17:11:00,Hadir,0,Keterangan untuk Hadir
9776,26,2025-01-28,2025-01-28 08:15:00,2025-01-28 17:13:00,Hadir,0,Keterangan untuk Hadir
9777,27,2025-01-28,2025-01-28 08:19:00,2025-01-28 17:21:00,Hadir,0,Keterangan untuk Hadir
9778,28,2025-01-28,,,Izin,0,Keterangan untuk Izin
9779,29,2025-01-28,2025-01-28 08:29:00,2025-01-28 17:30:00,Hadir,9,Keterangan untuk Hadir
9780,30,2025-01-28,2025-01-28 08:11:00,2025-01-28 17:20:00,Hadir,0,Keterangan untuk Hadir
9781,31,2025-01-28,2025-01-28 08:09:00,2025-01-28 17:11:00,Hadir,0,Keterangan untuk Hadir
9782,32,2025-01-28,2025-01-28 08:08:00,2025-01-28 17:13:00,Hadir,22,Keterangan untuk Hadir
9783,33,2025-01-28,2025-01-28 08:09:00,2025-01-28 17:08:00,Hadir,0,Keterangan untuk Hadir
9784,34,2025-01-28,2025-01-28 08:22:00,2025-01-28 17:30:00,Hadir,0,Keterangan untuk Hadir
9785,35,2025-01-28,2025-01-28 08:24:00,2025-01-28 17:17:00,Hadir,0,Keterangan untuk Hadir
9786,36,2025-01-28,2025-01-28 08:25:00,2025-01-28 17:28:00,Hadir,0,Keterangan untuk Hadir
9787,37,2025-01-28,2025-01-28 08:16:00,2025-01-28 17:30:00,Hadir,0,Keterangan untuk Hadir
9788,38,2025-01-28,2025-01-28 08:12:00,2025-01-28 17:13:00,Hadir,0,Keterangan untuk Hadir
9789,39,2025-01-28,2025-01-28 08:06:00,2025-01-28 17:14:00,Hadir,17,Keterangan untuk Hadir
9790,40,2025-01-28,2025-01-28 08:14:00,2025-01-28 17:14:00,Hadir,23,Keterangan untuk Hadir
9791,41,2025-01-28,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
9792,42,2025-01-28,2025-01-28 08:07:00,2025-01-28 17:14:00,Hadir,0,Keterangan untuk Hadir
9793,43,2025-01-28,2025-01-28 08:01:00,2025-01-28 17:19:00,Hadir,11,Keterangan untuk Hadir
9794,44,2025-01-28,2025-01-28 08:19:00,2025-01-28 17:06:00,Hadir,0,Keterangan untuk Hadir
9795,45,2025-01-28,2025-01-28 08:23:00,2025-01-28 17:10:00,Hadir,0,Keterangan untuk Hadir
9796,46,2025-01-28,,,Izin,0,Keterangan untuk Izin
9797,47,2025-01-28,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
9798,48,2025-01-28,2025-01-28 08:08:00,2025-01-28 17:12:00,Hadir,12,Keterangan untuk Hadir
9799,49,2025-01-28,2025-01-28 08:08:00,2025-01-28 17:29:00,Hadir,5,Keterangan untuk Hadir
9800,50,2025-01-28,2025-01-28 08:07:00,2025-01-28 17:11:00,Hadir,0,Keterangan untuk Hadir
9801,1,2025-02-01,2025-02-01 08:10:00,2025-02-01 17:05:00,Hadir,0,Keterangan untuk Hadir
9802,2,2025-02-01,2025-02-01 08:03:00,2025-02-01 17:21:00,Hadir,0,Keterangan untuk Hadir
9803,3,2025-02-01,2025-02-01 08:07:00,2025-02-01 17:16:00,Hadir,0,Keterangan untuk Hadir
9804,4,2025-02-01,2025-02-01 08:17:00,2025-02-01 17:01:00,Hadir,0,Keterangan untuk Hadir
9805,5,2025-02-01,2025-02-01 08:19:00,2025-02-01 17:09:00,Hadir,13,Keterangan untuk Hadir
9806,6,2025-02-01,2025-02-01 08:09:00,2025-02-01 17:18:00,Hadir,0,Keterangan untuk Hadir
9807,7,2025-02-01,2025-02-01 08:12:00,2025-02-01 17:08:00,Hadir,0,Keterangan untuk Hadir
9808,8,2025-02-01,2025-02-01 08:23:00,2025-02-01 17:29:00,Hadir,0,Keterangan untuk Hadir
9809,9,2025-02-01,2025-02-01 08:28:00,2025-02-01 17:02:00,Hadir,0,Keterangan untuk Hadir
9810,10,2025-02-01,2025-02-01 08:03:00,2025-02-01 17:25:00,Hadir,0,Keterangan untuk Hadir
9811,11,2025-02-01,2025-02-01 08:23:00,2025-02-01 17:18:00,Hadir,7,Keterangan untuk Hadir
9812,12,2025-02-01,2025-02-01 08:10:00,2025-02-01 17:11:00,Hadir,0,Keterangan untuk Hadir
9813,13,2025-02-01,2025-02-01 08:16:00,2025-02-01 17:22:00,Hadir,0,Keterangan untuk Hadir
9814,14,2025-02-01,2025-02-01 08:18:00,2025-02-01 17:28:00,Hadir,0,Keterangan untuk Hadir
9815,15,2025-02-01,2025-02-01 08:26:00,2025-02-01 17:09:00,Hadir,0,Keterangan untuk Hadir
9816,16,2025-02-01,2025-02-01 08:07:00,2025-02-01 17:06:00,Hadir,0,Keterangan untuk Hadir
9817,17,2025-02-01,2025-02-01 08:17:00,2025-02-01 17:13:00,Hadir,0,Keterangan untuk Hadir
9818,18,2025-02-01,2025-02-01 08:00:00,2025-02-01 17:03:00,Hadir,0,Keterangan untuk Hadir
9819,19,2025-02-01,2025-02-01 08:10:00,2025-02-01 17:23:00,Hadir,0,Keterangan untuk Hadir
9820,20,2025-02-01,,,Izin,0,Keterangan untuk Izin
9821,21,2025-02-01,2025-02-01 08:27:00,2025-02-01 17:15:00,Hadir,0,Keterangan untuk Hadir
9822,22,2025-02-01,2025-02-01 08:03:00,2025-02-01 17:28:00,Hadir,0,Keterangan untuk Hadir
9823,23,2025-02-01,2025-02-01 08:27:00,2025-02-01 17:09:00,Hadir,0,Keterangan untuk Hadir
9824,24,2025-02-01,2025-02-01 08:30:00,2025-02-01 17:17:00,Hadir,3,Keterangan untuk Hadir
9825,25,2025-02-01,,,Sakit,0,Keterangan untuk Sakit
9826,26,2025-02-01,2025-02-01 08:29:00,2025-02-01 17:20:00,Hadir,0,Keterangan untuk Hadir
9827,27,2025-02-01,2025-02-01 08:19:00,2025-02-01 17:18:00,Hadir,0,Keterangan untuk Hadir
9828,28,2025-02-01,2025-02-01 08:29:00,2025-02-01 17:12:00,Hadir,0,Keterangan untuk Hadir
9829,29,2025-02-01,2025-02-01 08:01:00,2025-02-01 17:28:00,Hadir,0,Keterangan untuk Hadir
9830,30,2025-02-01,2025-02-01 08:03:00,2025-02-01 17:21:00,Hadir,0,Keterangan untuk Hadir
9831,31,2025-02-01,2025-02-01 08:26:00,2025-02-01 17:29:00,Hadir,7,Keterangan untuk Hadir
9832,32,2025-02-01,2025-02-01 08:02:00,2025-02-01 17:16:00,Hadir,0,Keterangan untuk Hadir
9833,33,2025-02-01,2025-02-01 08:02:00,2025-02-01 17:15:00,Hadir,0,Keterangan untuk Hadir
9834,34,2025-02-01,,,Izin,0,Keterangan untuk Izin
9835,35,2025-02-01,2025-02-01 08:04:00,2025-02-01 17:19:00,Hadir,0,Keterangan untuk Hadir
9836,36,2025-02-01,2025-02-01 08:24:00,2025-02-01 17:26:00,Hadir,0,Keterangan untuk Hadir
9837,37,2025-02-01,2025-02-01 08:22:00,2025-02-01 17:30:00,Hadir,29,Keterangan untuk Hadir
9838,38,2025-02-01,2025-02-01 08:00:00,2025-02-01 17:15:00,Hadir,11,Keterangan untuk Hadir
9839,39,2025-02-01,2025-02-01 08:19:00,2025-02-01 17:13:00,Hadir,0,Keterangan untuk Hadir
9840,40,2025-02-01,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
9841,41,2025-02-01,2025-02-01 08:24:00,2025-02-01 17:06:00,Hadir,2,Keterangan untuk Hadir
9842,42,2025-02-01,2025-02-01 08:30:00,2025-02-01 17:04:00,Hadir,0,Keterangan untuk Hadir
9843,43,2025-02-01,,,Sakit,0,Keterangan untuk Sakit
9844,44,2025-02-01,,,Izin,0,Keterangan untuk Izin
9845,45,2025-02-01,2025-02-01 08:27:00,2025-02-01 17:21:00,Hadir,15,Keterangan untuk Hadir
9846,46,2025-02-01,,,Sakit,0,Keterangan untuk Sakit
9847,47,2025-02-01,2025-02-01 08:11:00,2025-02-01 17:12:00,Hadir,0,Keterangan untuk Hadir
9848,48,2025-02-01,2025-02-01 08:17:00,2025-02-01 17:00:00,Hadir,0,Keterangan untuk Hadir
9849,49,2025-02-01,2025-02-01 08:22:00,2025-02-01 17:29:00,Hadir,0,Keterangan untuk Hadir
9850,50,2025-02-01,2025-02-01 08:13:00,2025-02-01 17:25:00,Hadir,28,Keterangan untuk Hadir
9851,1,2025-02-02,2025-02-02 08:01:00,2025-02-02 17:20:00,Hadir,0,Keterangan untuk Hadir
9852,2,2025-02-02,2025-02-02 08:12:00,2025-02-02 17:18:00,Hadir,0,Keterangan untuk Hadir
9853,3,2025-02-02,2025-02-02 08:02:00,2025-02-02 17:13:00,Hadir,0,Keterangan untuk Hadir
9854,4,2025-02-02,2025-02-02 08:05:00,2025-02-02 17:03:00,Hadir,0,Keterangan untuk Hadir
9855,5,2025-02-02,2025-02-02 08:26:00,2025-02-02 17:20:00,Hadir,0,Keterangan untuk Hadir
9856,6,2025-02-02,,,Izin,0,Keterangan untuk Izin
9857,7,2025-02-02,2025-02-02 08:04:00,2025-02-02 17:27:00,Hadir,0,Keterangan untuk Hadir
9858,8,2025-02-02,2025-02-02 08:07:00,2025-02-02 17:27:00,Hadir,0,Keterangan untuk Hadir
9859,9,2025-02-02,2025-02-02 08:07:00,2025-02-02 17:06:00,Hadir,29,Keterangan untuk Hadir
9860,10,2025-02-02,,,Sakit,0,Keterangan untuk Sakit
9861,11,2025-02-02,2025-02-02 08:24:00,2025-02-02 17:15:00,Hadir,16,Keterangan untuk Hadir
9862,12,2025-02-02,2025-02-02 08:13:00,2025-02-02 17:25:00,Hadir,1,Keterangan untuk Hadir
9863,13,2025-02-02,2025-02-02 08:09:00,2025-02-02 17:26:00,Hadir,0,Keterangan untuk Hadir
9864,14,2025-02-02,2025-02-02 08:17:00,2025-02-02 17:21:00,Hadir,0,Keterangan untuk Hadir
9865,15,2025-02-02,2025-02-02 08:27:00,2025-02-02 17:26:00,Hadir,0,Keterangan untuk Hadir
9866,16,2025-02-02,2025-02-02 08:18:00,2025-02-02 17:22:00,Hadir,0,Keterangan untuk Hadir
9867,17,2025-02-02,2025-02-02 08:24:00,2025-02-02 17:12:00,Hadir,0,Keterangan untuk Hadir
9868,18,2025-02-02,2025-02-02 08:09:00,2025-02-02 17:11:00,Hadir,0,Keterangan untuk Hadir
9869,19,2025-02-02,,,Izin,0,Keterangan untuk Izin
9870,20,2025-02-02,,,Izin,0,Keterangan untuk Izin
9871,21,2025-02-02,2025-02-02 08:13:00,2025-02-02 17:00:00,Hadir,25,Keterangan untuk Hadir
9872,22,2025-02-02,2025-02-02 08:08:00,2025-02-02 17:24:00,Hadir,0,Keterangan untuk Hadir
9873,23,2025-02-02,2025-02-02 08:17:00,2025-02-02 17:24:00,Hadir,0,Keterangan untuk Hadir
9874,24,2025-02-02,,,Sakit,0,Keterangan untuk Sakit
9875,25,2025-02-02,2025-02-02 08:01:00,2025-02-02 17:28:00,Hadir,26,Keterangan untuk Hadir
9876,26,2025-02-02,2025-02-02 08:19:00,2025-02-02 17:15:00,Hadir,0,Keterangan untuk Hadir
9877,27,2025-02-02,2025-02-02 08:25:00,2025-02-02 17:24:00,Hadir,0,Keterangan untuk Hadir
9878,28,2025-02-02,2025-02-02 08:13:00,2025-02-02 17:18:00,Hadir,0,Keterangan untuk Hadir
9879,29,2025-02-02,2025-02-02 08:28:00,2025-02-02 17:11:00,Hadir,0,Keterangan untuk Hadir
9880,30,2025-02-02,,,Sakit,0,Keterangan untuk Sakit
9881,31,2025-02-02,,,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan
9882,32,2025-02-02,2025-02-02 08:26:00,2025-02-02 17:29:00,Hadir,0,Keterangan untuk Hadir
9883,33,2025-02-02,2025-02-02 08:26:00,2025-02-02 17:04:00,Hadir,0,Keterangan untuk Hadir
9884,34,2025-02-02,2025-02-02 08:10:00,2025-02-02 17:12:00,Hadir,0,Keterangan untuk Hadir
9885,35,2025-02-02,2025-02-02 08:21:00,2025-02-02 17:19:00,Hadir,0,Keterangan untuk Hadir
9886,36,2025-02-02,2025-02-02 08:18:00,2025-02-02 17:20:00,Hadir,11,Keterangan untuk Hadir
9887,37,2025-02-02,,,Sakit,0,Keterangan untuk Sakit
9888,38,2025-02-02,2025-02-02 08:09:00,2025-02-02 17:04:00,Hadir,2,Keterangan untuk Hadir
9889,39,2025-02-02,2025-02-02 08:09:00,2025-02-02 17:19:00,Hadir,0,Keterangan untuk Hadir
9890,40,2025-02-02,2025-02-02 08:14:00,2025-02-02 17:29:00,Hadir,20,Keterangan untuk Hadir
9891,41,2025-02-02,2025-02-02 08:06:00,2025-02-02 17:21:00,Hadir,0,Keterangan untuk Hadir
9892,42,2025-02-02,2025-02-02 08:14:00,2025-02-02 17:12:00,Hadir,0,Keterangan untuk Hadir
9893,43,2025-02-02,2025-02-02 08:28:00,2025-02-02 17:19:00,Hadir,0,Keterangan untuk Hadir
9894,44,2025-02-02,2025-02-02 08:03:00,2025-02-02 17:12:00,Hadir,0,Keterangan untuk Hadir
9895,45,2025-02-02,2025-02-02 08:04:00,2025-02-02 17:16:00,Hadir,15,Keterangan untuk Hadir
9896,46,2025-02-02,2025-02-02 08:15:00,2025-02-02 17:09:00,Hadir,0,Keterangan untuk Hadir
9897,47,2025-02-02,2025-02-02 08:16:00,2025-02-02 17:10:00,Hadir,0,Keterangan untuk Hadir
9898,48,2025-02-02,2025-02-02 08:30:00,2025-02-02 17:25:00,Hadir,0,Keterangan untuk Hadir
9899,49,2025-02-02,2025-02-02 08:19:00,2025-02-02 17:25:00,Hadir,0,Keterangan untuk Hadir
9900,50,2025-02-02,2025-02-02 08:03:00,2025-02-02 17:24:00,Hadir,0,Keterangan untuk Hadir
9901,1,2025-02-03,2025-02-03 08:23:00,2025-02-03 17:17:00,Hadir,0,Keterangan untuk Hadir
9902,2,2025-02-03,2025-02-03 08:06:00,2025-02-03 17:09:00,Hadir,0,Keterangan untuk Hadir
9903,3,2025-02-03,2025-02-03 08:25:00,2025-02-03 17:30:00,Hadir,0,Keterangan untuk Hadir
9904,4,2025-02-03,2025-02-03 08:29:00,2025-02-03 17:20:00,Hadir,0,Keterangan untuk Hadir
9905,5,2025-02-03,2025-02-03 08:15:00,2025-02-03 17:20:00,Hadir,0,Keterangan untuk Hadir
9906,6,2025-02-03,,,Sakit,0,Keterangan untuk Sakit
9907,7,2025-02-03,2025-02-03 08:15:00,2025-02-03 17:23:00,Hadir,0,Keterangan untuk Hadir
